source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Yahoo Entertainment'}",,Ukraine-Russia war latest: Tucker Carlson says Russia is doing ‘very well’ during Moscow visit,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5366e611-e33a-494d-9458-a5ccd6db1c1e,,2024-02-05T15:05:07Z,"Si vous cliquez sur « Tout accepter », nos partenaires (y compris 243 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Ukraine replaces army chief in shakeup at difficult time in war with Russia,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1753d3fa-e052-4db9-94e4-eafc73318805,,2024-02-08T16:16:31Z,"Si vous cliquez sur « Tout accepter », nos partenaires (y compris 243 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]"
"{'id': 'time', 'name': 'Time'}",Anna Gordon,Why Zelensky Is Mulling a Major Leadership Shakeup in Ukraine,"If a cabinet reshuffle goes forward, it could be the first major personnel shake up in Ukraine’s government since the war started.",https://time.com/6680716/zelensky-zaluzhny-ukraine-leadership/,https://api.time.com/wp-content/uploads/2024/02/zelensky-zaluzhny-handshake.jpg?quality=85,2024-02-05T13:37:23Z,"Ukrainian President Volodymyr Zelensky said he is weighing a decision to fire his top military commander as part of a wider government shakeup. 
A reset, a new beginning is necessary, Zelensky told … [+1757 chars]"
"{'id': 'time', 'name': 'Time'}",Melanie Lidman / AP,Dissident Russian Rock Band Bi-2 Deported to Israel After Being Held in Thai Jail,"Moscow, which has denied playing a role in Bi-2’s ordeal, has a reputation for cracking down on artists critical of the war in Ukraine.",https://time.com/6590772/dissident-russia-rock-band-bi2-jailed-thailand-deported-thailand/,https://api.time.com/wp-content/uploads/2024/02/Bi-2-Russian-Rock-Band.jpg?quality=85,2024-02-01T09:25:00Z,"TEL AVIV, Israel A dissident Russian rock band angered by Moscows war in Ukraine has arrived in Israel after being deported from Thailand under suspected pressure from the Kremlin, the performers sai… [+2939 chars]"
"{'id': 'time', 'name': 'Time'}",Angus King,America Must Choose Honor in Ukraine,Senator Angus King says that the U.S. cannot abandon Ukraine now without losing its honor and standing in the world.,https://time.com/6591083/america-support-ukraine-angus-king/,https://api.time.com/wp-content/uploads/2024/02/GettyImages-1850792057.jpg?quality=85,2024-02-02T15:12:21Z,"I recently read a book by the great historian William Shirer, a book about the Third French republic, it was between World War I and World War II. One of the most haunting parts of that book was abou… [+13681 chars]"
"{'id': 'time', 'name': 'Time'}",LORNE COOK and SAMUEL PETREQUIN / AP,European Union Agrees on New $54 Billion Aid Package for Ukraine,The leaders of the European Union sealed a deal to provide Ukraine with a new $54 billion support package despite Hungary's veto threat.,https://time.com/6590783/european-union-ukraine-aid-package-billions/,https://api.time.com/wp-content/uploads/2024/02/AP24032374073826.jpg?quality=85,2024-02-01T11:16:43Z,BRUSSELS The leaders of the 27 European Union countries sealed a deal Thursday to provide Ukraine with a new 50-billion-euro ($54 billion) support package despite Hungary's weeks of threats to veto t… [+3837 chars]
"{'id': 'time', 'name': 'Time'}",Associated Press,"Senate Republicans Block Bipartisan Border Package, Scuttling Deal They Had Demanded From Democrats","Many Republicans said the election-year compromise wasn't enough, even as supporters of the bill insisted it was the best possible in divided government.",https://time.com/6692559/bipartisan-border-package-block/,https://api.time.com/wp-content/uploads/2024/02/bipartisan-border-package-block.jpg?quality=85,2024-02-07T20:36:33Z,"WASHINGTON Senate Republicans blocked a bipartisan border package Wednesday, scuttling months of negotiations with Democrats on legislation intended to cut back record numbers of illegal border cross… [+5435 chars]"
"{'id': 'time', 'name': 'Time'}","Erik Wasson, Ellen M. Gilmer and Billy House / Bloomberg",Senate Releases Bipartisan Border/Ukraine Bill but House GOP May Still Kill Compromise Deal,"The compromise, supported by President Joe Biden, faces long odds in the House, where many Republicans follow Donald Trump in opposing the deal as not strong enough on immigration.",https://time.com/6660505/senate-compromise-border-policies-ukraine-aid-house-gop/,https://api.time.com/wp-content/uploads/2024/02/us-texas-border.jpg?quality=85,2024-02-05T03:00:00Z,"Senators released a bipartisan deal Sunday to impose new U.S. immigration restrictions and unlock billions of dollars in Ukraine aid, a crucial step even as the measure faces long odds in the House. … [+5079 chars]"
"{'id': 'time', 'name': 'Time'}",Associated Press,The First Russians Are Fined or Jailed After LGBTQ+ Activism is Outlawed,The first publicly known cases have emerged of Russian authorities penalizing people under a court ruling that outlawed LGBTQ+ activism as extremism.,https://time.com/6692003/first-russians-jailed-lgbtq-activism-outlawed/,https://api.time.com/wp-content/uploads/2024/02/first-russians-jailed-lgbtq-activism-outlawed.jpg?quality=85,2024-02-06T16:57:37Z,"Tallinn, Estonia The first publicly known cases have emerged of Russian authorities penalizing people under a court ruling that outlawed LGBTQ+ activism as extremism, Russian media and rights groups … [+3656 chars]"
"{'id': 'time', 'name': 'Time'}",Astha Rajvanshi,What to Know About the Farmer Protests in Europe,Farmers across Europe—including in Germany & France—are protesting newly proposed green policies which they say would make them less competitive.,https://time.com/6632372/farmer-protests-europe-france-germany-brussels/,https://api.time.com/wp-content/uploads/2024/02/GettyImages-1978239011.jpg?quality=85,2024-02-02T20:10:04Z,"Morgan Ody, a 44-year-old French farmer from the hilly region of Brittany, embarked on a 12-hour train journey through Paris before she finally arrived in the Belgian capital of Brussels. There, she … [+5053 chars]"
"{'id': 'time', 'name': 'Time'}",Jiwon Song and Kim Tong-Hyung / AP,South Korea Court Acquits Samsung Chief Lee Jae-yong of Financial Crimes in Surprise Ruling,The head of the South Korean conglomerate was on trial for financial crimes related to a contentious 2015 merger.,https://time.com/6679081/samsung-lee-jae-yong-acquittal/,https://api.time.com/wp-content/uploads/2024/02/GettyImages-1986875952.jpg?quality=85,2024-02-05T11:00:38Z,"SEOUL, South Korea A South Korean court on Monday acquitted Samsung Electronics Chairman Lee Jae-yong of financial crimes involving a contentious merger between Samsung affiliates in 2015 that tighte… [+4780 chars]"
"{'id': 'time', 'name': 'Time'}",Armani Syed,12 Nations Call on FIFA to Ban Israel from World Soccer Competitions,"In a letter written by Jordan's Prince Ali bin Al Hussein, 12 nations have called on FIFA to suspend Israel from competing in soccer competitions.",https://time.com/6692731/fifa-israel-football-ban-letter-middle-east-nations/,https://api.time.com/wp-content/uploads/2024/02/GettyImages-1796056393.jpg?quality=85,2024-02-08T13:48:00Z,"A group of twelve soccer associations in the Middle East are calling on FIFA to ban Israel from global participation in the sport, according to a letter obtained by Sky News.
The efforts are fronted… [+4090 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",The Associated Press,Dozens detained as Russian soldiers' wives call for their return from Ukraine,Relatives of Russian servicemen sent to fight in Ukraine call for their return.,https://abcnews.go.com/Politics/wireStory/dozens-detained-russian-soldiers-wives-call-return-ukraine-106924341,https://i.abcnewsfe.com/a/c8ed594b-62d6-4575-895e-650956973eca/moscow-protest-rt-jt-240203_1706990150142_hpMain_16x9.jpg?w=1600,2024-02-03T19:59:57Z,"More than two dozen people, mostly journalists, were detained Saturday at a protest in central Moscow, as wives and other relatives of Russian servicemen mobilized to fight in Ukraine called for thei… [+3810 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",ILLIA NOVIKOV Associated Press,Russia attacks targets across Ukraine with missiles and drones,Authorities say Russia has fired cruise and ballistic missiles and Shahed-type drones at targets across Ukraine,https://abcnews.go.com/International/wireStory/russia-attacks-targets-ukraine-missiles-drones-eus-top-107015454,https://i.abcnewsfe.com/a/8fdc7814-c911-4eaf-9cb2-1cbdf8a934b6/wirestory_a1993ffb79b40d877b67fc04b38be4af_16x9.jpg?w=1600,2024-02-07T09:03:10Z,"KYIV, Ukraine -- Russia fired cruise and ballistic missiles and Shahed-type drones at targets across Ukraine on Wednesday morning, authorities reported, killing at least three civilians and injuring … [+1664 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",ILLIA NOVIKOV Associated Press,Ukraine's Zelenskyy tells top general it's time for someone new to lead the army,Ukrainian President Volodymyr Zelenskyy has met with Ukraine’s top general and told him it’s time for someone new to lead the army,https://abcnews.go.com/International/wireStory/ukraine-claims-shot-russian-attack-helicopter-fierce-street-107056988,https://i.abcnewsfe.com/a/bed69e14-df8f-4906-a471-fad134129894/wirestory_58f3581a7d1fd0ea26b22929659af84b_16x9.jpg?w=1600,2024-02-08T17:02:17Z,"KYIV, Ukraine -- Ukrainian President Volodymyr Zelenskyy met with Ukraines top general on Thursday and told him its time for someone new to lead the army in what amounts to a major shake-up of Ukrain… [+3461 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",ILLIA NOVIKOV Associated Press,Ukrainian president weighing dismissing the country's military chief,The prospect has shocked the nation and worried Kyiv’s Western allies.,https://abcnews.go.com/International/wireStory/ukrainian-president-confirms-thinking-dismissing-countrys-military-chief-106949820,https://i.abcnewsfe.com/a/36ea91c6-d1a5-42de-948c-942e9d5e38ee/wirestory_528cc86dc13bfae79fea8dda3e819f40_16x9.jpg?w=1600,2024-02-05T10:14:20Z,"KYIV, Ukraine -- Ukraine's President Volodymyr Zelenskyy said he was weighing a possible dismissal of the country's top military officer, a prospect that has shocked the nation fighting Russia's inva… [+2437 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",Luke Barr,"China, Russia and Iran 'attempting to illegally acquire' US technology: DHS official","Iran, China and Russia are all ""attempting to illegally acquire"" U.S. technology, Jim Mancuso said",https://abcnews.go.com/Politics/china-russia-iran-attempting-illegally-acquire-us-technology/story?id=107005768,https://i.abcnewsfe.com/a/81ac5328-9f1a-4b89-8ef7-74cf8db9e61a/hsi-police-file-ht-ml-240207_1707316281004_hpMain_16x9.jpg?w=1600,2024-02-07T18:16:55Z,"The head of a top unit at the Department of Homeland Security says in a new interview that ""sensitive"" materials are showing up overseas -- in Iranian weapons -- in the latest warning about how U.S. … [+1910 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",The Associated Press,BP earns $3B at the end of last year but saw its annual profit fall by half from 2022,Oil and natural gas giant BP has beat expectations with earnings of $3 billion in the last three months of 2023,https://abcnews.go.com/International/wireStory/bp-earns-3-billion-end-year-annual-profit-106980914,https://i.abcnewsfe.com/a/3be4cffc-d6ea-47eb-90c8-cbc0d6b31c11/wirestory_a3d63c87a6f59a66f7f103f325214f64_16x9.jpg?w=1600,2024-02-06T10:54:30Z,"LONDON -- Oil and natural gas giant BP beat expectations on Tuesday with earnings of $3 billion in the last three months of 2023, bringing last year's total to half its record 2022 profit as energy p… [+2014 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",Alexandra Hutzler,Biden's planned retaliatory strikes come with significant political risk: Experts,The death of 3 U.S. service members is forcing President Joe Biden to weigh military action that could carry risks of escalation and heavy political consequences.,https://abcnews.go.com/Politics/bidens-planned-retaliatory-strikes-middle-east-significant-political/story?id=106895901,https://i.abcnewsfe.com/a/c50cea35-b804-4edc-980c-2f1c7e29f900/biden-ap-5-thg-240202_1706881079749_hpMain_16x9.JPG?w=1600,2024-02-02T17:48:27Z,"As the U.S. readies retaliatory strikes after three American troops were killed in a drone attack by an Iran-backed militant group, President Joe Biden is facing a turning point in the Middle East co… [+7248 chars]"
"{'id': None, 'name': 'The New Yorker'}",Benjamin Wallace-Wells,Joe Biden’s Weird Perception Problem,How can the President pull off a win? There is no shortage of advice. The easiest path might be to run as Democrats have done successfully since 2016: against Trump’s assault on democracy and against his movement’s extremism. Benjamin Wallace-Wells reports.,https://www.newyorker.com/magazine/2024/02/12/joe-bidens-weird-perception-problem,"https://media.newyorker.com/photos/65bc5f467bfffc17612d0360/16:9/w_1280,c_limit/BWW-Comment-02-03-24-social.jpg",2024-02-04T11:00:00Z,"Everything about Joe Bidens reëlection effort tends to be pretty quiet, and so it was with a characteristic mutedness that the campaign greeted its best week in a long time. Much of the good news had… [+6378 chars]"
"{'id': None, 'name': 'The Atlantic'}",Phillips Payson O’Brien,"The Real AI Weapons Are Drones, Not Nukes","Hollywood imagined that computers would launch a nuclear missile, but self-guided aircraft are what’s truly changing the nature of combat.",https://www.theatlantic.com/ideas/archive/2024/02/artificial-intelligence-war-autonomous-weapons/677306/?utm_source=feed,,2024-02-01T13:00:00Z,"War is a fearsome accelerant of arms races. Before Russia invaded Ukraine two years ago, the ethics of using land mines and cluster munitions were the subject of heated debate, and many states had si… [+8729 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Ukraine war: How Russia's war is changing childhood in Ukraine,"In Ukraine, six-year-old Nika now attends classes in a subway station to avoid Russian bombardment.",https://www.bbc.co.uk/news/world-europe-68170396,https://ichef.bbci.co.uk/news/1024/branded_news/C910/production/_132527415_veronikabondarenko.jpg,2024-02-02T06:17:30Z,"Russia's war has transformed everything in Kharkiv, including childhood.
Missiles are fired on Ukraine's second city from across the Russian border which is so close by that there are only seconds t… [+7301 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Ukraine war: No more easy deals for Russian convicts freed to fight,Russian prisoners released to fight in Ukraine are no longer offered a presidential pardon and face stricter conditions.,https://www.bbc.co.uk/news/world-europe-68140873,https://ichef.bbci.co.uk/news/1024/branded_news/469F/production/_132497081_prisoners_2.jpg,2024-02-04T00:16:18Z,"Russia has been releasing prisoners to fight in Ukraine for more than a year, originally offering them a pardon and freedom after six months, even if they have been convicted of a violent crime. 
Bu… [+6993 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Misinformation spreads in China on ‘civil war’ in Texas,Chinese social media cheers intensifying standoff between Texas and the White House over illegal migrants.,https://www.bbc.co.uk/news/world-us-canada-68185317,https://ichef.bbci.co.uk/news/1024/branded_news/E3FB/production/_132536385_gettyimages-1308735874.jpg,2024-02-02T17:15:36Z,"Amid the escalating border standoff between Texas and the White House over illegal immigration, misinformation has spread in China that the Lone Star state has officially declared war to secede from … [+4320 chars]"
"{'id': None, 'name': 'Polygraph.info'}",,Kim Dotcom's pro-Kremlin lies,"The 14,000 dead actually includes thousands of Ukraine and pro-Kremlin fighters. Only 3,400 were civilians, and not all were ethnic Russians.",https://www.polygraph.info/a/fact-check-pro-russian-falsehoods-kim-dotcom/6743375.html,https://gdb.polygraph.info/CF87A927-3265-4BAC-9F9C-F1B387855705_cx0_cy7_cw0_w1200_r1.jpg,2024-02-04T16:47:14Z,"On May 10, Pentagon spokesman John Kirby appeared with Fox News Your World host Neil Cavuto to discuss Russias invasion of Ukraine.
Cavuto brought up U.S. Sen. Angus King of Maine, who had asked the… [+5373 chars]"
"{'id': None, 'name': 'Substack.com'}",Rob L,As Much as You Ever Wanted to Know About 155M Artillery Shell Production,America: The Ultimate Crammer,https://roblh.substack.com/p/as-much-as-you-ever-wanted-to-know,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F8db939aa-62f0-4feb-a776-b7d8b5d4b875_1280x853.jpeg",2024-02-08T01:07:25Z,"I am an engineer by training with the questionable instinct to run towards problems, especially problems that should not be problems. When I heard that the United States could not produce sufficient … [+17239 chars]"
"{'id': None, 'name': 'Bulletin of the Atomic Scientists'}",François Diaz-Maurin,Nuclear power saved Armenia,Nuclear power helped small countries like Armenia to cut dependence on fossil fuels and autocrats. Europe should do the same.,https://thebulletin.org/2024/01/how-nuclear-power-saved-armenia/,https://thebulletin.org/wp-content/uploads/2021/03/Metsamor_nuclear_power_plant_cooling_towers_Armenia_June_2015-image.jpg,2024-02-04T01:20:09Z,Armenia's Metsamor nuclear power plant cooling towers. (Credit: Adam Jones via Wikimedia Commons. CC BY-SA 2.0)The world is currently in the process of reevaluating its past rejection of nuclear powe… [+16160 chars]
"{'id': None, 'name': 'Twz.com'}",Oliver Parken,Owning SpaceX's Starship Rockets Could Be in Department of Defense's Future,"According to SpaceX, the Pentagon has spoken to the company about procuring its own fleet of Starship rockets for sensitive missions.",https://www.twz.com/space/owning-spacexs-starship-rockets-could-be-in-department-of-defenses-future,https://www.twz.com/uploads/2024/02/01/SpaceX-Starship.jpg?auto=webp,2024-02-02T18:45:50Z,"The Pentagon has approached SpaceX regarding the purchase of Starship space launch vehicles for sensitive, high-risk missions, the company has said. At present, the U.S. government relies on non-mili… [+9782 chars]"
"{'id': None, 'name': 'Mother Jones'}",Tim Murphy,The Rise of the American Oligarchy,What targeting Russia’s wayward billionaires revealed about our own.,https://www.motherjones.com/politics/2024/01/american-oligarchy-introduction-essay-russia-ukraine-capitalism/,https://www.motherjones.com/wp-content/uploads/2023/11/491_Essay_A_2000px.jpg?w=1200&h=630&crop=1,2024-02-02T14:30:24Z,"When the US targeted Russias oligarchs after the invasion of Ukraine, the trail of assets kept leading to our own backyard. Not only had our nation become a haven for shady foreign money, but we were… [+38202 chars]"
"{'id': None, 'name': 'MarketWatch'}",Kenneth Rogoff,Don’t count on a soft landing for the U.S. — or the global economy,"Developments in China, Europe, and the United States portend big challenges ahead.",https://www.marketwatch.com/story/dont-count-on-a-soft-landing-for-the-u-s-or-the-global-economy-9925aa0f,https://images.mktw.net/im-97657589/social,2024-02-07T12:15:00Z,"Several weeks into 2024, the consensus forecast for the global economy remains cautiously optimistic, with most central banks and analysts projecting either a soft landing or potentially no landing a… [+6683 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Exclusive-China tells Ukraine to remove its firms from 'sponsors of war' list,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9fd9fc3d-a48c-42d5-9d61-fc65d9e1e69b,,2024-02-01T11:28:59Z,"Si vous cliquez sur « Tout accepter », nos partenaires (y compris 244 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,"US Senate unveils $118 billion bipartisan bill to tighten border security, aid Ukraine and Israel",WASHINGTON (Reuters) -The U.S. Senate on Sunday unveiled a $118 billion bipartisan border security bill that would also provide aid to Ukraine and Israel...,https://ca.news.yahoo.com/us-senate-unveils-118-billion-234453049.html,https://media.zenfs.com/en/reuters.com/a53a49cab33a96f7903c78449cd54aa1,2024-02-04T23:44:53Z,"WASHINGTON (Reuters) -The U.S. Senate on Sunday unveiled a $118 billion bipartisan border security bill that would also provide aid to Ukraine and Israel following months of negotiations, but the mea… [+3244 chars]"
"{'id': None, 'name': 'MarketWatch'}",Louis Goss,Shell hikes dividend as gas trading business boosts bottom line amid turn away from renewables,The Anglo-Dutch oil major vowed to buy back another $3.5 billion in shares as it beat analysts’ expectations,https://www.marketwatch.com/story/shell-hikes-dividend-as-gas-trading-business-boosts-bottom-line-amid-turn-away-from-renewables-cc84d2ad,https://images.mktw.net/im-638191/social,2024-02-01T10:24:00Z,"Shell on Thursday hiked its dividend and vowed to buy back another $3.5 billion worth of its own shares after the company posted a less-than-expected drop in its adjusted earnings, in the face of fal… [+3616 chars]"
"{'id': None, 'name': 'Krebs on Security'}",BrianKrebs,From Cybercrime Saul Goodman to the Russian GRU,"In 2021, the exclusive Russian cybercrime forum Mazafaka was hacked. The leaked user database shows one of the forum's founders was an attorney who advised Russia's top hackers on the legal risks of their work, and what to do if they got caught. A review of t…",https://krebsonsecurity.com/2024/02/from-cybercrime-saul-goodman-to-the-russian-gru/,https://krebsonsecurity.com/wp-content/uploads/2024/02/safronov-fb.png,2024-02-07T17:10:18Z,"In 2021, the exclusive Russian cybercrime forum Mazafaka was hacked. The leaked user database shows one of the forum’s founders was an attorney who advised Russia’s top hackers on the legal risks of … [+7775 chars]"
"{'id': None, 'name': 'Vox'}",Nicole Narea,America is exporting more arms than ever. Here’s why.,Record arms exports are a sign of America’s commitment to Europe — and its foreign policy failures during the war in Ukraine.,https://www.vox.com/world-politics/2024/2/4/24059340/us-arms-exports-2023-ukraine-war-russia-gaza,https://cdn.vox-cdn.com/thumbor/q27wvkNIL1EqsBvQ2DbI9rWWmxU=/0x0:5896x3087/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25263470/1931925303.jpg,2024-02-04T13:00:00Z,A soldier of the 128th Separate Mountain Assault Brigade of the Zakarpattia Land Forces of the Armed Forces of Ukraine is seen during special training exercises to maintain professional skills involv… [+6510 chars]
"{'id': None, 'name': 'Vox'}",Dylan Scott,"From Gaza to Sudan, conflict is driving a rise in hunger worldwide","What causes famines in the 21st century, from Gaza to Sudan, and what we can do about it.",https://www.vox.com/future-perfect/2024/2/1/24055829/gaza-israel-conflict-hunger-famine-starvation-sudan,https://cdn.vox-cdn.com/thumbor/LbG2TQpeSc2UfXfT33J6byDajrI=/0x327:3978x2410/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25256925/GettyImages_1952235268.jpg,2024-02-01T11:30:00Z,"The war in Gaza is the latest example of the recent rise in global conflict creating humanitarian crises. | Abed Zagout/Anadolu via Getty Images

 

 In the 21st century, famine isn’t inevitable. It… [+16405 chars]"
"{'id': None, 'name': 'Vox'}",Joshua Keating,"All the tangled conflicts in the Middle East, explained","All the tangled conflicts in the Middle East, explained. Who’s on whose side?",https://www.vox.com/world-politics/2024/2/6/24062589/middle-east-conflicts-explained-israel-hamas-iran,https://cdn.vox-cdn.com/thumbor/1lAahuM1Dq2KUBCBNIzWCoJaUWQ=/0x470:6658x3956/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25268764/1976449808.jpg,2024-02-06T11:00:00Z,"A member of the Iraqi’s Popular Mobilization Forces (Hashed al-Shaabi) stands guard during the funeral of the 16 members killed in US airstrikes on February 4 in Baghdad, Iraq. | Ameer Al-Mohammedawi… [+17186 chars]"
"{'id': 'politico', 'name': 'Politico'}",Adam Cancryn and Jonathan Lemire,Where’s Biden? A bit off stage from the main attraction.,"The president is, once more, keeping a relatively low profile as major events pop up around him.",https://www.politico.com/news/2024/02/05/biden-2024-south-carolina-iran-00139747,https://static.politico.com/4e/11/8daacfe042e18a3b268c18a9d98c/biden-39880.jpg,2024-02-05T23:36:00Z,"The low key approach is one the White House has adopted before, at times worrying some in his party who say its critical that he seize any opportunity to counter criticism that hes too old or disenga… [+5782 chars]"
"{'id': 'politico', 'name': 'Politico'}",Adam Wren,Nikki Haley is leaning into pre-Trump conservatism. Does that ideology still exist?,"Fiscally conservative, neoconservative ideology is fading in the modern GOP.",https://www.politico.com/news/2024/02/01/nikki-haley-pre-trump-conservatism-00138954,https://static.politico.com/71/a2/0fc671b44195abeb4711b63021d9/useuntil02-21-2024-053.jpg,2024-02-01T10:00:00Z,"Shes running as a conservative. Trumps running as a populist, said Alex Conant, a Republican strategist and former adviser to Marco Rubios 2016 and Tim Pawlentys 2012 presidential campaigns. Haleys c… [+5908 chars]"
"{'id': None, 'name': 'Steveblank.com'}",steve blank,"Technology, Innovation, and Great Power Competition – 2023 Wrap Up","We just wrapped up the third year of our Technology, Innovation, and Great Power Competition class –part of Stanford’s Gordian Knot Center for National Security Innovation. Joe Felter, Mike Brown and I teach the class to: Give our students an appreciation of …",https://steveblank.com/2024/02/06/technology-innovation-and-great-power-competition-2023-wrap-up/,https://s0.wp.com/i/blank.jpg,2024-02-06T14:00:02Z,"We just wrapped up the third year of our Technology, Innovation, and Great Power Competition class part of Stanfords Gordian Knot Center for National Security Innovation.
Joe Felter, Mike Brown and … [+10477 chars]"
"{'id': None, 'name': 'Rolling Stone'}",Nikkimccannramirez,Tucker Carlson Announces Interview With Putin. He’s Praised the Russian Leader for Years,The former Fox News host and longtime Kremlin favorite has finally obtained his long-sought interview with Russia’s authoritarian leader,http://www.rollingstone.com/politics/politics-news/tucker-carlson-interview-vladimir-putin-russia-ukraine-1234962607/,https://www.rollingstone.com/wp-content/uploads/2024/02/Tucker-Carlson-interview-putin.jpg?crop=0px%2C37px%2C1800px%2C1014px&resize=1600%2C900,2024-02-06T20:46:19Z,"Tucker Carlson confirmed on Tuesday that he will be interviewing Russian President Vladimir Putin during his ongoing trip to Moscow. Carlson, a longtime defender of Putin’s authoritarian regime, woul… [+3716 chars]"
"{'id': None, 'name': 'MIT Technology Review'}",Arvind P. Ravikumar,We are having the wrong debate about Biden’s decision on liquefied natural gas,"Late last month, the Biden administration announced it’s suspending permit applications for exporting liquefied natural gas (LNG) as it reevaluates the economic, environmental, and climate impacts of the fuel. LNG is produced by cooling natural gas into a liq…",https://www.technologyreview.com/2024/02/06/1087728/we-are-having-the-wrong-debate-about-bidens-decision-on-liquefied-natural-gas/,"https://wp.technologyreview.com/wp-content/uploads/2024/02/iStock-1497435922.jpg?resize=1200,600",2024-02-06T10:00:00Z,"Immediate reactions to the government decision have been predictable. Some environmental organizations hailed the announcement as a much-needed course correction, arguing that it could help the US me… [+2829 chars]"
"{'id': None, 'name': 'IndieWire'}",Ryan Lattanzio,‘The White Lotus’ Season 3 Parts Ways with Miloš Biković After Ukraine Called Out Actor’s Ties to Putin,"“We have decided to part ways with Miloš Biković and the role will be recast,"" an HBO spokesperson told IndieWire.",https://www.indiewire.com/news/breaking-news/the-white-lotus-season-3-drops-milos-bikovic-putin-comments-1234950902/,https://www.indiewire.com/wp-content/uploads/2024/02/GettyImages-1235979457.jpg,2024-02-02T23:21:50Z,"HBO has dropped Serbian-Russian actor Miloš Biković from “The White Lotus” Season 3 after his alleged ties to Russian president Vladimir Putin went viral on social media.
“We have decided to part wa… [+2352 chars]"
"{'id': None, 'name': 'Phys.Org'}",Marianne Stein,How the Russian invasion of Ukraine has impacted the global wheat market,"Russia's invasion of Ukraine in February 2022 caused an immediate disruption in the global wheat market, with serious implications for food prices and global food security. Wheat is a staple commodity in many countries and one of the most extensively traded c…",https://phys.org/news/2024-02-russian-invasion-ukraine-impacted-global.html,https://scx2.b-cdn.net/gfx/news/hires/2024/ukraine.jpg,2024-02-05T17:59:42Z,"Russia's invasion of Ukraine in February 2022 caused an immediate disruption in the global wheat market, with serious implications for food prices and global food security. Wheat is a staple commodit… [+4533 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC Sport,Some Russian Olympians 'support war' says Ukraine,"The Ukraine Olympic Committee claims some athletes should not be allowed to compete at the Paris Games because of their support for ""Russian aggression"".",https://www.bbc.co.uk/sport/olympics/68237260,https://ichef.bbci.co.uk/news/1024/branded_sport/6497/production/_128415752_gettyimages-918889218.jpg,2024-02-08T08:37:25Z,"The Ukraine Olympic Committee claims some athletes should not be allowed to compete at the Paris Games because of their support for ""Russian aggression"".
Russian and Belarusian individuals who quali… [+1333 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,'Russia's Google' owner pulls out of home country,The firm has previously been accused of hiding information about the Ukraine war from the Russian public.,https://www.bbc.co.uk/news/business-68213191,https://ichef.bbci.co.uk/news/1024/branded_news/BE37/production/_132559684_a95b3dba6eed18bdcc00d25c45d894bdc01d00f0.jpg,2024-02-06T03:49:42Z,"The owner of Yandex, often referred to as ""Russia's Google"", has said it will pull out of its country of origin.
Its Dutch-based parent company sold the operation in Russia for 475 billion roubles (… [+2316 chars]"
"{'id': None, 'name': 'Quartz India'}",Morgan Haefner,The code-switching toll,"Hello, Quartz at Work readers!Read more...",https://qz.com/emails/quartz-at-work/1851224330/1-in-4-black-workers-think-code-switching-is-vital,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/77fda8d86c3083788dead8679873c933.jpg",2024-02-05T20:45:00Z,"Hello, Quartz at Work readers!
Recent years have given rise to the idea of bringing your authentic self to work, but employees of marginalized backgrounds are still hesitant to be their whole selves… [+2724 chars]"
